,ID,Region,Main Source of Income,Agricultural Household indicator,Household Head Sex,Household Head Age,Household Head Marital Status,Household Head Class of Worker,Type of Household,Total Number of Family members,Members with age less than 5 year old,Members with age 5 - 17 years old,Total number of family members employed,Type of Building/House,Type of Walls,House Floor Area,House Age,Number of bedrooms,Electricity,Total Household Income,Total Food Expenditure,Bread and Cereals Expenditure,Total Rice Expenditure,Meat Expenditure,Total Fish and  marine products Expenditure,Fruit Expenditure,Vegetables Expenditure,Restaurant and hotels Expenditure,Alcoholic Beverages Expenditure,Tobacco Expenditure,"Clothing, Footwear and Other Wear Expenditure",Housing and water Expenditure,Imputed House Rental Value,Medical Care Expenditure,Transportation Expenditure,Communication Expenditure,Education Expenditure,Miscellaneous Goods and Services Expenditure,Special Occasions Expenditure,Crop Farming and Gardening expenses,Total Income from Entrepreneurial Acitivites,Number of Television,Number of CD/VCD/DVD,Number of Component/Stereo set,Number of Refrigerator/Freezer,Number of Washing Machine,Number of Airconditioner,"Number of Car, Jeep, Van",Number of Landline/wireless telephones,Number of Cellular phone,Number of Personal Computer,Number of Stove with Oven/Gas Range,Number of Motorized Banca,Number of Motorcycle/Tricycle
30899,993,M,Wage/Salaries,0,Male,46,Married,Worked for government/government corporation,Single Family,4,0,1,2,Single house,Strong,83,14,3,1,1355647,190767,18355,11700,43408,24094,6802,6830,98741,600,0,165800,97122,60000,18100,42204,27000,52500,132162,5000,0,0,2,0,0,1,1,2,1,0,4,2,1,0,0
6946,589,D,Enterpreneurial Activities,0,Male,52,Married,Employer in own family-operated farm or business,Extended Family,7,1,1,3,Single house,Strong,356,15,4,1,1354814,290143,45006,24027,44683,30455,29279,13016,64832,0,0,73664,149688,84000,71059,39414,29370,19100,83832,5500,0,694880,5,1,2,1,1,4,1,0,8,2,1,0,2
35790,3536,N,Other sources of Income,2,Female,65,Married,Self-employed wihout any employee,Single Family,3,0,0,1,Single house,Strong,206,30,6,1,1354416,124999,25376,17280,11291,11912,10530,5416,49400,832,0,7900,254922,180000,17370,31218,34794,0,27156,2500,0,399416,1,0,0,3,1,3,0,1,3,1,0,0,0
28740,1171,L,Other sources of Income,0,Male,67,Married,,Extended Family,3,0,1,0,Single house,Strong,120,40,3,1,1354399,68615,18566,10830,10886,11812,4100,10198,3425,700,0,14079,121482,33000,86094,14658,1590,3200,11046,0,0,0,1,1,1,1,1,1,1,0,2,0,1,0,0
11605,528,F,Wage/Salaries,0,Male,54,Married,Worked for government/government corporation,Single Family,5,0,0,4,Single house,Strong,50,21,3,1,1353000,288144,29480,15612,60642,30100,8175,8567,134806,15340,3189,26100,122790,72000,42327,119502,36600,14500,133560,13000,0,0,4,1,1,1,1,2,1,1,5,5,1,0,0
24545,1309,J,Wage/Salaries,0,Male,56,Married,,Single Family,4,0,0,2,Single house,Strong,200,22,3,1,1352790,231095,17476,9680,24099,26597,6426,6605,92520,4978,3258,24270,125400,45000,11235,94740,57354,151300,182700,14000,0,0,2,2,1,1,1,1,1,0,4,2,1,0,0
14368,54,G,Wage/Salaries,0,Male,59,Married,Employer in own family-operated farm or business,Single Family,5,0,1,3,Single house,Strong,100,23,3,1,1352278,218824,25569,16900,25780,14749,4985,6080,184750,0,0,5800,127446,60000,12200,54900,23700,62305,176904,23000,385580,385580,3,2,0,2,2,2,0,1,2,0,0,0,1
17417,884,H,Other sources of Income,0,Male,48,Married,Worked for private establishment,Single Family,6,0,3,1,Single house,Strong,200,25,4,1,1350160,350515,47026,24600,61679,31365,6681,26840,118840,250,0,20205,201138,96000,90800,92730,47790,300000,51810,9200,0,0,1,0,0,1,1,1,1,1,6,2,0,0,0
20256,3723,H,Wage/Salaries,0,Male,68,Married,,Extended Family,7,0,2,3,Single house,Strong,63,39,2,1,1349600,375490,39824,23700,58782,30988,13941,15470,59585,3120,16833,19100,185310,60000,14920,116400,40338,40800,63342,11500,0,0,3,1,1,1,1,1,1,1,8,5,1,0,0
20023,3490,H,Wage/Salaries,0,Male,52,Widowed,Worked for private household,Extended Family,6,1,0,3,Single house,Strong,150,21,4,1,1349068,285639,24100,9774,40120,19660,9785,6786,155670,720,0,3750,87780,60000,6676,99732,26802,27850,54972,40500,0,190274,2,1,1,2,1,2,1,0,5,3,0,0,1
36067,3813,N,Wage/Salaries,2,Male,64,Married,,Single Family,5,0,0,2,Single house,Strong,40,45,2,1,1348405,261765,30732,15860,23140,20774,8180,9439,127240,0,0,8450,227730,72000,32087,43368,42000,0,122010,24452,0,0,2,2,0,1,1,2,1,0,5,2,0,0,0
33800,1546,N,Other sources of Income,2,Male,64,Married,,Single Family,4,0,0,2,Single house,Strong,426,60,4,1,1347000,338403,27664,14300,98104,11230,10408,6880,123850,0,0,15940,672780,540000,5594,94842,37794,0,46314,20000,0,0,2,2,1,1,1,4,2,1,4,2,0,0,0
29374,1805,L,Wage/Salaries,0,Male,56,Married,,Extended Family,15,2,3,4,Single house,Strong,105,13,4,1,1345092,390346,125006,70750,78532,46678,11826,15847,19300,9360,0,102416,116502,60000,15437,51936,48786,13400,158520,127000,0,29800,3,1,0,0,1,1,0,0,1,1,1,0,4
21776,1081,I,Enterpreneurial Activities,0,Male,65,Married,Self-employed wihout any employee,Extended Family,13,4,2,0,Single house,Strong,20,45,2,1,1344775,371399,88173,62148,43850,39954,12623,10832,60045,6791,11313,2473,149070,66000,15594,9360,34428,25270,25266,0,0,1088325,3,1,0,1,0,1,0,1,7,2,1,0,0
35924,3670,N,Wage/Salaries,2,Male,68,Married,Worked for private establishment,Extended Family,5,0,0,4,Single house,Strong,279,36,3,1,1341460,177019,24034,14574,26408,11435,3470,5760,55800,1100,0,9159,353160,240000,37020,130224,61488,0,51276,47000,0,0,6,1,1,2,1,5,3,2,8,3,1,0,0
12819,1742,F,Other sources of Income,0,Male,73,Married,Employer in own family-operated farm or business,Extended Family,16,0,3,8,Single house,Strong,240,9,5,1,1338535,259823,68912,55680,33514,38608,5005,9524,79905,2350,13937,8660,245580,198000,155028,29640,18300,13400,18126,10000,207280,257720,3,2,0,1,1,3,0,0,7,3,1,0,2
28118,549,L,Enterpreneurial Activities,0,Female,65,Widowed,,Extended Family,4,1,0,1,Single house,Strong,100,27,5,1,1337342,102920,25983,21345,14749,9950,6126,8734,3300,315,0,9713,116880,60000,23611,57456,42114,16720,155622,95000,0,1063072,4,1,1,2,1,4,1,1,3,2,1,0,0
35634,3380,N,Other sources of Income,2,Female,76,Married,Self-employed wihout any employee,Extended Family,9,1,1,2,Multi-unit residential,Strong,72,22,4,1,1336102,233115,38138,23764,40568,24269,4351,9550,62600,1476,12332,27030,277596,129000,15517,81840,47592,31800,49950,30000,0,225000,3,0,0,1,1,3,1,0,3,3,1,0,0
29623,2054,L,Wage/Salaries,0,Male,58,Married,Worked for government/government corporation,Extended Family,3,0,0,2,Single house,Strong,100,27,3,1,1335390,97613,27730,20700,21221,13804,7792,5872,4477,1209,4140,7155,117360,67200,13015,111678,7800,0,36624,46694,0,102580,1,0,1,1,1,1,1,1,1,1,1,3,2
30778,872,M,Wage/Salaries,0,Male,53,Married,Worked for private establishment,Single Family,6,0,2,2,Single house,Strong,126,12,4,1,1334947,147445,32661,21600,24433,24008,4348,5840,20907,4992,725,22855,115320,60000,67285,65298,36600,56530,85440,5000,0,0,1,1,1,1,1,1,1,1,6,1,0,0,0
13739,2662,F,Enterpreneurial Activities,1,Male,44,Married,Self-employed wihout any employee,Single Family,6,0,3,0,Single house,Strong,200,15,5,1,1334680,197141,16270,10824,29132,46879,5260,8036,53300,210,5430,19810,199308,120000,3875,33600,15000,141324,39150,20000,1213800,1213800,1,1,0,0,1,1,1,0,4,0,0,0,0
39816,61,Q,Enterpreneurial Activities,0,Female,50,Widowed,Employer in own family-operated farm or business,Extended Family,6,0,1,3,Single house,Strong,150,10,4,1,1333210,395214,15566,8688,0,14480,0,1498,421950,0,0,19760,276300,240000,3570,51246,20388,188500,34614,79500,0,964010,2,0,0,2,2,1,1,3,6,2,2,0,1
11668,591,F,Wage/Salaries,0,Female,45,Married,Worked for private establishment,Single Family,3,0,0,3,Single house,Strong,60,23,3,1,1332060,156911,9086,6080,11273,3279,1399,3405,111180,3345,3258,7740,75972,27000,126,85506,16182,500,54546,106,0,0,1,1,0,1,0,0,0,0,3,0,1,0,0
1421,1422,A,Wage/Salaries,0,Male,40,Married,Worked for government/government corporation,Extended Family,8,0,4,1,Single house,Strong,54,5,2,1,1331756,206904,60869,44495,37516,21740,8030,15480,22725,19370,17195,16660,51528,30000,204110,36288,10158,11030,78696,178000,26890,26890,1,1,0,0,0,0,0,0,2,1,1,0,0
35597,3343,N,Other sources of Income,2,Female,81,Widowed,,Single Family,1,0,0,0,Single house,Strong,40,45,3,1,1331168,88973,9592,3580,4427,12175,5075,12060,15502,0,0,7930,640608,540000,40965,137292,31194,0,21840,5500,0,0,2,1,0,1,1,3,2,1,1,1,1,0,0
17513,980,H,Wage/Salaries,0,Male,39,Married,Worked for private establishment,Extended Family,4,1,1,2,Single house,Strong,120,8,4,1,1325000,247220,40222,27638,40280,18010,4920,7330,71200,1976,0,28498,175740,120000,11192,88578,26394,95700,62610,20000,0,0,2,1,1,1,1,2,1,1,4,4,1,0,1
21436,741,I,Wage/Salaries,0,Male,63,Married,Self-employed wihout any employee,Single Family,4,0,0,3,Single house,Strong,47,18,4,1,1324341,210112,20502,10296,32474,21564,10398,10320,83500,12692,362,38898,136362,90000,4703,26346,12600,10213,99456,35110,0,600,3,0,1,1,1,1,3,0,3,1,1,0,1
33796,1542,N,Wage/Salaries,2,Male,96,Widowed,,Extended Family,6,0,1,2,Single house,Strong,220,65,3,1,1324000,256501,29820,19500,35300,14168,9050,10074,90450,0,4275,16650,583620,540000,7394,79356,29988,30000,104586,10000,0,0,3,1,1,1,1,1,0,1,5,1,0,0,0
32799,545,N,Wage/Salaries,0,Male,59,Married,Self-employed wihout any employee,Single Family,5,0,0,2,Single house,Strong,80,55,3,1,1323460,217927,39757,22800,7123,7326,3110,4960,145590,0,0,9020,305478,240000,690,57852,37794,40000,38214,5000,0,73460,1,1,0,1,1,1,1,1,4,0,1,0,0
11164,87,F,Enterpreneurial Activities,0,Male,45,Married,Worked for government/government corporation,Single Family,5,0,3,1,Single house,Strong,70,55,2,1,1322828,258014,31525,15747,71010,43395,8350,15850,54750,27300,10860,59185,74652,48000,14464,73830,10374,52300,54660,27000,0,654000,2,1,1,1,1,1,1,0,3,0,0,0,0
36130,3876,N,Wage/Salaries,2,Male,53,Married,Self-employed wihout any employee,Extended Family,6,0,1,3,Single house,Strong,30,50,4,1,1320088,323333,48250,26500,62324,29049,8256,18186,108330,9012,4290,13105,191160,132000,49940,51426,21120,50520,74910,23952,0,162200,1,1,1,1,1,0,1,1,6,1,1,0,0
27388,2265,K,Wage/Salaries,2,Female,65,Widowed,,Extended Family,9,1,4,1,Single house,Strong,60,17,3,1,1318590,378369,38846,33000,30104,63936,7730,17940,152435,1320,420,4860,159900,108000,72120,128076,15594,82500,36864,17000,0,0,2,2,1,2,1,1,0,0,10,3,2,0,1
40863,1108,Q,Wage/Salaries,0,Male,53,Married,Worked for private establishment,Single Family,7,0,1,5,Single house,Strong,75,40,4,1,1316262,178700,55808,32448,24374,7943,3995,8260,31650,0,0,32778,137316,60000,24469,65742,51588,22660,82200,54850,0,0,3,1,1,1,1,3,2,1,7,4,1,0,3
22147,1452,I,Wage/Salaries,0,Male,53,Married,Self-employed wihout any employee,Extended Family,13,3,0,8,Single house,Strong,60,30,3,1,1316210,227030,44534,33212,17560,18450,9682,6778,57810,2227,13535,11200,99480,54000,8598,57204,27000,0,83022,24900,0,8400,3,1,1,1,1,0,0,1,10,4,0,0,3
21990,1295,I,Other sources of Income,0,Female,61,Widowed,,Extended Family,7,1,1,4,Single house,Strong,72,9,3,1,1315139,188984,43714,34970,18177,14920,4854,8278,26695,0,0,5730,177510,90000,1455,53418,25062,1395,144360,136610,0,0,3,2,1,1,1,3,2,0,7,6,0,0,1
13798,2721,F,Wage/Salaries,0,Male,50,Married,Worked for government/government corporation,Single Family,3,0,0,3,Single house,Strong,88,20,3,1,1314943,203637,49443,24000,64557,23392,3932,10284,21860,2185,0,10864,73836,48000,1825,148380,24504,50,50394,12020,0,0,1,1,0,1,1,0,1,0,3,1,0,0,0
35875,3621,N,Wage/Salaries,2,Female,63,Divorced/Separated,Worked for government/government corporation,Extended Family,4,0,1,3,Single house,Strong,200,25,3,1,1313744,219328,38022,26312,33457,16655,9246,6604,77360,616,0,15900,365940,300000,1890,52848,18402,10800,36042,3500,0,0,3,2,1,1,1,1,1,1,4,2,1,0,0
34458,2204,N,Other sources of Income,2,Male,71,Married,,Extended Family,14,3,3,4,Single house,Strong,50,32,5,1,1312701,476464,68777,46713,65572,32595,14084,8128,108220,3340,6335,26230,222420,120000,123366,96594,48798,75050,75684,47000,0,0,3,2,2,1,1,1,0,0,1,3,0,0,0
22203,1508,I,Wage/Salaries,0,Male,65,Married,Self-employed wihout any employee,Extended Family,11,1,2,3,Single house,Strong,100,25,4,1,1308645,174516,35572,29400,28708,20840,2100,5114,61410,1494,1810,12800,171570,78000,6544,42552,39000,20856,36252,11500,0,161840,2,1,0,1,0,3,2,0,7,4,1,0,3
34083,1829,N,Enterpreneurial Activities,2,Female,54,Widowed,Employer in own family-operated farm or business,Extended Family,10,0,5,0,Single house,Strong,60,23,2,1,1307538,328493,50512,38250,70954,43410,4080,14700,96250,0,0,15272,124440,48000,0,41988,55296,308650,40386,23000,0,758538,1,1,1,1,1,0,0,1,10,3,0,0,0
25088,1852,J,Wage/Salaries,0,Male,52,Married,Employer in own family-operated farm or business,Extended Family,9,0,3,4,Single house,Strong,90,23,3,1,1305080,243492,67698,51636,35140,13319,4219,10015,60960,4646,5440,35505,51768,24000,7173,41634,21864,20105,97224,53500,0,103700,1,1,1,1,1,0,2,1,9,3,1,0,1
40751,996,Q,Enterpreneurial Activities,0,Male,42,Married,Employer in own family-operated farm or business,Extended Family,6,0,2,3,Single house,Strong,300,47,6,1,1304573,278256,56708,41228,16264,8466,7632,12590,124900,0,2172,3654,103224,60000,2072,64440,16938,31800,29232,5500,0,667917,1,1,1,1,1,1,1,0,5,2,1,0,1
35976,3722,N,Wage/Salaries,2,Male,60,Married,,Single Family,3,0,0,2,Single house,Strong,100,15,2,1,1302088,170681,22647,11700,21041,12688,5750,6336,78070,4680,18100,8088,117690,72000,856,28290,15354,0,37416,4200,0,545200,1,1,1,1,1,1,2,1,3,1,0,0,0
30915,1009,M,Other sources of Income,0,Male,60,Married,,Single Family,3,0,0,1,Single house,Strong,90,11,6,1,1300010,145897,26552,12640,24512,23948,6428,19991,17520,11440,0,16130,77910,36000,27011,11934,7542,0,34098,4500,0,0,1,1,1,1,1,0,0,0,3,1,0,0,1
25713,590,K,Enterpreneurial Activities,0,Male,38,Married,Self-employed wihout any employee,Single Family,3,0,1,0,Single house,Strong,168,6,3,1,1298618,219200,43435,31675,66921,20211,4059,6090,41600,0,0,9580,155178,120000,915,25704,11322,42100,28038,5000,0,1174998,2,1,1,1,0,2,1,0,3,3,0,0,0
31636,1730,M,Wage/Salaries,0,Male,50,Married,Worked for government/government corporation,Single Family,4,0,1,2,Single house,Strong,100,18,2,1,1297155,189228,21104,7940,11424,11897,13193,5772,129120,352,1696,20563,59340,24000,18265,124326,41268,10065,107628,28500,0,0,3,1,1,1,1,2,2,0,5,4,1,0,2
34053,1799,N,Other sources of Income,2,Male,76,Married,,Single Family,3,0,0,1,Single house,Strong,600,43,3,1,1297000,159742,23331,10400,10400,8600,8691,8458,49350,0,0,8150,692010,600000,7425,71400,32994,0,35040,0,0,0,3,1,1,1,1,3,3,1,3,2,1,0,0
21877,1182,I,Other sources of Income,0,Male,44,Married,,Single Family,6,0,2,1,Single house,Strong,100,21,3,1,1293272,157548,40826,34784,20988,26063,4844,6884,34560,0,0,23901,135840,90000,2272,69660,29118,90900,21528,7400,0,0,1,1,1,1,1,3,1,1,6,2,1,0,1
8730,2373,D,Wage/Salaries,0,Male,55,Married,Worked for government/government corporation,Single Family,3,0,0,2,Single house,Strong,100,25,3,1,1291886,174916,34481,23575,22014,29285,9451,9232,50750,4648,0,16718,113880,78000,2051,8676,19458,23400,94530,23000,0,0,1,1,0,1,1,2,0,0,4,2,1,0,2
25720,597,K,Wage/Salaries,0,Male,63,Married,Worked for government/government corporation,Extended Family,7,1,1,5,Single house,Strong,50,16,4,1,1291091,231458,57920,47640,35126,25820,10566,9931,58601,0,0,5330,142968,84000,199200,80964,17832,12600,77898,6000,0,0,1,2,1,1,1,2,1,0,5,1,1,0,0
35710,3456,N,Wage/Salaries,2,Male,58,Married,Worked for private establishment,Single Family,5,0,0,4,Single house,Strong,150,33,3,1,1288320,183126,21772,12263,16267,9246,6659,5964,90250,1080,0,21150,105360,60000,25628,98406,50628,0,77778,5000,0,120000,1,1,0,1,1,0,1,0,5,2,0,0,0
34183,1929,N,Wage/Salaries,2,Male,65,Widowed,,Single Family,3,0,0,1,Single house,Strong,250,15,4,1,1288000,162181,23839,19200,12830,6720,7500,4180,86600,0,0,11628,204390,162000,5058,30894,44988,0,148620,37000,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0
20508,3975,H,Wage/Salaries,0,Male,41,Married,Worked for government/government corporation,Single Family,4,0,2,2,Multi-unit residential,Strong,30,25,2,1,1285400,223859,32530,21320,36741,30287,9129,8703,65020,3705,0,63590,68400,0,26242,131202,17250,28410,85122,66500,0,300000,1,1,0,1,1,1,2,0,6,1,0,0,0
33709,1455,N,Wage/Salaries,2,Male,59,Married,Worked for private establishment,Extended Family,7,0,0,4,Single house,Strong,215,11,5,1,1284070,401445,37268,24000,63576,19590,8080,11304,216054,0,1552,4910,148026,90000,249000,93072,46110,40000,82584,13000,0,0,2,1,0,1,1,0,1,1,7,3,1,0,0
33110,856,N,Wage/Salaries,2,Male,54,Married,,Single Family,6,0,0,4,Multi-unit residential,Strong,61,8,2,1,1284000,289028,44547,31785,35257,20653,8800,9501,123125,0,0,45280,281040,0,3153,86946,28794,0,69630,19000,0,0,2,2,0,1,1,2,0,1,5,2,1,0,0
23986,750,J,Other sources of Income,0,Male,74,Married,,Single Family,2,0,0,0,Single house,Strong,400,29,5,1,1282668,96589,16847,13338,25622,22816,4070,10805,500,0,0,8576,140520,96000,25220,21192,14820,0,72720,21500,0,0,2,1,1,1,1,1,1,1,2,2,2,0,0
26268,1145,K,Wage/Salaries,0,Male,68,Married,Self-employed wihout any employee,Extended Family,5,0,0,4,Single house,Strong,90,12,5,1,1281840,252734,42052,34028,30182,44902,13440,9747,70800,3380,0,31004,119346,90000,18483,56370,25194,0,64314,12500,0,30000,4,2,1,2,1,3,0,0,4,2,1,0,1
2167,443,B,Other sources of Income,0,Female,54,Married,Self-employed wihout any employee,Single Family,6,0,1,0,Single house,Strong,50,15,4,1,1280422,123790,20346,11438,39666,12616,2126,8220,18820,190,0,15590,121920,90000,20642,9708,13200,26768,33018,16000,5806,29926,1,1,1,1,0,0,1,0,5,0,0,0,1
24720,1484,J,Other sources of Income,0,Male,59,Married,,Extended Family,5,1,0,4,Single house,Strong,100,15,5,1,1278446,125904,39499,33144,17816,6346,2020,4681,30290,0,0,3480,133764,106800,7488,122076,10800,11990,50784,25000,0,0,1,1,1,1,1,1,2,1,4,1,1,0,0
35315,3061,N,Wage/Salaries,2,Male,35,Married,Worked for private establishment,Extended Family,4,0,1,3,Single house,Strong,150,6,4,1,1276810,175331,29864,20618,22938,7199,6713,5007,66020,1416,210,9064,157020,120000,5637,62964,24714,58000,68382,0,0,0,1,1,1,1,1,3,0,0,3,1,0,0,0
5808,2302,C,Wage/Salaries,0,Male,58,Married,Worked for private establishment,Single Family,6,0,1,4,Single house,Strong,42,26,5,1,1276698,287055,42625,32821,19426,17432,5390,8115,177340,0,11041,34203,56910,30000,59620,40560,29280,47450,75150,26000,0,0,2,1,0,2,1,0,0,1,5,4,0,0,0
18446,1913,H,Enterpreneurial Activities,0,Male,75,Widowed,,Extended Family,5,1,1,0,Single house,Strong,120,36,3,1,1276052,272493,73234,18540,60206,25511,7455,13450,28480,0,24435,27062,177300,60000,105393,91998,41082,24599,35604,51000,0,1146394,3,1,0,1,1,3,2,1,3,4,1,0,0
33572,1318,N,Wage/Salaries,2,Female,73,Widowed,,Single Family,3,0,0,2,Single house,Strong,350,36,3,1,1275882,105388,12538,10509,16761,3946,7570,5000,45700,0,0,18570,231480,186000,36976,63120,24000,0,104508,4000,0,0,2,1,0,1,1,1,2,1,2,2,0,0,0
27209,2086,K,Wage/Salaries,0,Male,55,Married,Worked for private establishment,Extended Family,5,0,1,3,Single house,Strong,50,23,3,1,1275410,161931,30347,21221,22112,21018,5650,4554,49690,0,0,25200,172188,126000,52432,65148,28494,20980,151710,30500,0,0,2,1,1,1,1,2,1,0,5,5,1,0,1
32467,213,N,Wage/Salaries,0,Male,55,Married,Worked for private establishment,Single Family,4,0,0,4,Multi-unit residential,Strong,30,25,2,1,1274988,262996,29997,23145,47428,21126,8580,10988,110300,0,0,22650,203670,0,15689,47370,34194,0,67200,7000,0,0,2,1,1,1,1,2,1,1,4,2,1,0,0
4087,581,C,Wage/Salaries,0,Male,50,Married,Worked for government/government corporation,Single Family,5,0,1,2,Single house,Strong,129,10,3,1,1273183,241925,47657,19440,22772,30405,9075,18815,68310,3801,4930,55030,207024,102000,20800,37608,14100,28700,106302,8254,0,86100,2,2,1,1,0,1,0,1,3,3,1,0,0
24540,1304,J,Wage/Salaries,0,Male,60,Married,Worked for government/government corporation,Extended Family,6,1,0,4,Single house,Strong,200,24,5,1,1273000,221932,32131,17480,24334,26749,4400,4375,46320,90,0,21050,164556,90000,2051,62994,23448,92000,80886,5000,0,255000,2,2,1,2,1,3,2,0,5,3,1,0,0
15860,1546,G,Wage/Salaries,0,Male,52,Married,Worked for government/government corporation,Single Family,4,0,0,2,Single house,Strong,45,14,2,1,1271949,152929,30493,21268,31632,15713,2471,7282,39700,6994,0,32590,49260,30000,4750,23112,17994,0,103230,24000,0,0,1,0,0,1,1,0,1,0,5,1,0,0,2
40708,953,Q,Wage/Salaries,0,Female,55,Widowed,Worked for private establishment,Two or More Nonrelated Persons/Members,5,0,2,4,Single house,Strong,54,25,6,1,1271592,296555,68820,53500,25129,63040,6560,14793,30220,5740,1040,60954,64872,30000,262072,27060,16170,2950,172098,53000,0,0,2,2,0,3,0,2,0,0,5,1,0,0,1
4885,1379,C,Other sources of Income,0,Female,39,Married,Worked for government/government corporation,Single Family,6,2,2,1,Duplex,Strong,178,3,4,1,1269550,238529,62736,40000,29710,33713,9245,13210,19800,3500,4290,38859,169140,120000,14215,63138,22656,65450,57654,7000,0,464680,1,1,1,1,1,1,1,1,1,3,1,0,0
23984,748,J,Enterpreneurial Activities,0,Male,68,Married,Worked for private establishment,Extended Family,3,0,0,2,Single house,Strong,150,9,3,1,1268620,134399,34272,30675,10018,9027,5602,10210,36000,0,0,28775,175488,99600,117535,47502,40392,171000,75180,25000,0,528000,2,1,0,1,1,3,1,1,4,0,0,0,1
13709,2632,F,Other sources of Income,0,Female,47,Widowed,Self-employed wihout any employee,Single Family,6,0,2,1,Single house,Strong,120,12,2,1,1266766,193994,19407,14100,32604,22551,7190,5058,59480,0,0,39005,92100,60000,3259,46122,18768,69600,44712,40000,0,182816,2,0,1,1,1,1,1,1,5,2,1,0,0
21870,1175,I,Other sources of Income,0,Female,55,Married,,Single Family,5,0,0,2,Single house,Strong,117,15,5,1,1265618,134725,38021,23760,26117,14265,3104,6996,16800,0,0,31114,250332,192000,2122,129846,29088,37998,22386,16800,0,0,1,1,0,1,1,3,1,0,5,3,1,0,1
13053,1976,F,Other sources of Income,0,Male,72,Married,,Single Family,4,0,0,2,Single house,Strong,150,36,3,1,1265024,123108,20978,16290,18427,12011,5095,6676,34550,0,0,12030,128340,84000,572400,13986,21000,0,26274,7000,0,0,2,2,1,1,1,1,0,0,4,2,0,0,0
660,661,A,Other sources of Income,0,Male,57,Married,,Extended Family,7,1,3,2,Single house,Strong,321,18,5,1,1264414,217616,29356,24000,66022,22832,3987,16468,37800,1754,0,145641,173082,123000,10447,24240,23352,24145,32400,16500,0,0,4,0,0,1,2,0,1,1,6,5,1,0,0
